t,X_1,X_2,X_3
12.25,56424.0384078658,2498.77529356974,0
12.5,56563.2777045586,2498.75030580061,0
12.75,56702.8556657105,2498.725318281,0
13,56842.7730906278,2498.70033101092,0
13.25,56983.0307803832,2498.67534399036,0
13.5,57123.6295378122,2498.65035721933,0
13.75,57264.5701675249,2498.6253706978,0
14,57405.8534759111,2498.60038442579,0
14.25,57547.4802711397,2498.57539840329,0
14.5,57689.451363156,2498.5504126303,0
14.75,57831.7675636929,2498.52542710681,0
15,57974.4296862763,2498.50044183282,0
15.25,58117.4385462248,2498.47545680832,0
15.5,58260.7949606462,2498.45047203332,0
15.75,58404.4997484494,2498.42548750781,0
16,58548.5537303496,2498.40050323178,0
16.25,58692.9577288681,2498.37551920524,0
16.5,58837.7125683284,2498.35053542817,0
16.75,58982.8190748689,2498.32555190058,0
17,59128.2780764474,2498.30056862247,0
17.25,59274.0904028411,2498.27558559382,0
17.5,59420.2568856429,2498.25060281464,0
17.75,59566.7783582738,2498.22562028492,0
18,59713.6556559877,2498.20063800466,0
18.25,59860.8896158715,2498.17565597385,0
18.5,60008.4810768409,2498.1506741925,0
18.75,60156.4308796533,2498.1256926606,0
19,60304.7398669125,2498.10071137814,0
19.25,60453.4088830684,2498.07573034513,0
19.5,60602.4387744137,2498.05074956155,0
19.75,60751.8303890957,2498.02576902741,0
20,60901.584577122,2498.0007887427,0
20.25,61051.7021903596,2497.97580870742,0
20.5,61202.1840825318,2497.95082892156,0
20.75,61353.0311092302,2497.92584938513,0
21,61504.2441279199,2497.90087009811,0
21.25,61655.8239979393,2497.87589106051,0
21.5,61807.7715804963,2497.85091227232,0
21.75,61960.0877386807,2497.82593373354,0
22,62112.7733374697,2497.80095544416,0
22.25,62265.8292437271,2497.77597740419,0
22.5,62419.2563261997,2497.75099961361,0
22.75,62573.05545553,2497.72602207243,0
23,62727.2275042613,2497.70104478064,0
23.25,62881.7733468372,2497.67606773824,0
23.5,63036.6938595982,2497.65109094522,0
23.75,63191.9899207936,2497.62611440158,0
24,63347.6624105876,2497.60113810732,0
24.25,63503.7122110581,2497.57616206243,0
24.5,63660.1402061935,2497.55118626691,0
24.75,63816.947281905,2497.52621072076,0
25,63974.1343260319,2497.50123542398,0
25.25,64131.7022283414,2497.47626037655,0
25.5,64289.6518805244,2497.45128557849,0
25.75,64447.9841762087,2497.42631102977,0
26,64606.7000109637,2497.40133673041,0
26.25,64765.8002823005,2497.37636268039,0
26.5,64925.2858896677,2497.35138887971,0
26.75,65085.1577344641,2497.32641532838,0
27,65245.4167200445,2497.30144202638,0
27.25,65406.0637517188,2497.27646897371,0
27.5,65567.0997367481,2497.25149617037,0
27.75,65728.5255843576,2497.22652361636,0
28,65890.3422057422,2497.20155131167,0
28.25,66052.5505140658,2497.1765792563,0
28.5,66215.1514244571,2497.15160745024,0
28.75,66378.145854023,2497.1266358935,0
29,66541.5347218536,2497.10166458606,0
29.25,66705.318949022,2497.07669352793,0
29.5,66869.4994585798,2497.05172271911,0
29.75,67034.0771755708,2497.02675215958,0
30,67199.0530270356,2497.00178184934,0
30.25,67364.4279420119,2496.9768117884,0
30.5,67530.2028515296,2496.95184197674,0
30.75,67696.3786886246,2496.92687241436,0
31,67862.9563883436,2496.90190310127,0
31.25,68029.9368877443,2496.87693403746,0
31.5,68197.3211258904,2496.85196522292,0
31.75,68365.1100438653,2496.82699665764,0
32,68533.3045847774,2496.80202834164,0
32.25,68701.9056937599,2496.7770602749,0
32.5,68870.9143179658,2496.75209245742,0
32.75,69040.3314065819,2496.72712488919,0
33,69210.1579108337,2496.70215757022,0
33.25,69380.3947839855,2496.67719050049,0
33.5,69551.0429813355,2496.65222368001,0
33.75,69722.1034602291,2496.62725710878,0
34,69893.5771800652,2496.60229078678,0
34.25,70065.4651022947,2496.57732471402,0
34.5,70237.7681904165,2496.55235889049,0
34.75,70410.4874099911,2496.52739331618,0
35,70583.6237286457,2496.50242799111,0
35.25,70757.1781160742,2496.47746291525,0
35.5,70931.1515440319,2496.45249808861,0
35.75,71105.5449863501,2496.42753351118,0
36,71280.3594189405,2496.40256918297,0
36.25,71455.5958197956,2496.37760510396,0
36.5,71631.2551689834,2496.35264127415,0
36.75,71807.3384486613,2496.32767769355,0
37,71983.846643082,2496.30271436214,0
37.25,72160.7807385924,2496.27775127992,0
37.5,72338.141723629,2496.2527884469,0
37.75,72515.9305887318,2496.22782586305,0
38,72694.14832655,2496.2028635284,0
38.25,72872.795931841,2496.17790144291,0
38.5,73051.874401466,2496.15293960661,0
38.75,73231.3847344035,2496.12797801947,0
39,73411.3279317553,2496.10301668151,0
39.25,73591.7049967457,2496.0780555927,0
39.5,73772.5169347162,2496.05309475306,0
39.75,73953.7647531402,2496.02813416258,0
40,74135.4494616282,2496.00317382125,0
40.25,74317.5720719272,2495.97821372907,0
40.5,74500.1335979156,2495.95325388603,0
40.75,74683.1350556176,2495.92829429214,0
41,74866.5774632085,2495.90333494739,0
41.25,75050.4618410143,2495.87837585177,0
41.5,75234.7892115063,2495.85341700528,0
41.75,75419.5605993158,2495.82845840793,0
42,75604.7770312391,2495.8035000597,0
42.25,75790.4395362373,2495.77854196059,0
42.5,75976.549145431,2495.75358411059,0
42.75,76163.1068921144,2495.72862650971,0
43,76350.1138117613,2495.70366915795,0
43.25,76537.570942024,2495.67871205529,0
43.5,76725.4793227285,2495.65375520173,0
43.75,76913.8399958883,2495.62879859727,0
44,77102.6540057108,2495.60384224191,0
44.25,77291.9223985958,2495.57888613564,0
44.5,77481.6462231309,2495.55393027846,0
44.75,77671.8265301051,2495.52897467036,0
45,77862.4643725156,2495.50401931135,0
45.25,78053.5608055659,2495.47906420141,0
45.5,78245.1168866612,2495.45410934055,0
45.75,78437.1336754227,2495.42915472876,0
46,78629.6122336931,2495.40420036604,0
46.25,78822.5536255361,2495.37924625238,0
46.5,79015.9589172308,2495.35429238777,0
46.75,79209.8291772863,2495.32933877223,0
47,79404.1654764475,2495.30438540574,0
47.25,79598.9688876942,2495.2794322883,0
47.5,79794.2404862357,2495.2544794199,0
47.75,79989.9813495251,2495.22952680054,0
48,80186.1925572657,2495.20457443022,0
48.25,80382.8751914096,2495.17962230894,0
48.5,80580.0303361522,2495.15467043669,0
48.75,80777.659077947,2495.12971881346,0
49,80975.7625055117,2495.10476743926,0
49.25,81174.3417098268,2495.07981631407,0
49.5,81373.39778413,2495.05486543791,0
49.75,81572.9318239314,2495.02991481075,0
50,81772.9449270188,2495.00496443261,0
50.25,81973.4381934574,2494.98001430346,0
50.5,82174.4127255833,2494.95506442332,0
50.75,82375.8696280189,2494.93011479218,0
51,82577.8100076786,2494.90516541003,0
51.25,82780.2349737679,2494.88021627687,0
51.5,82983.1456377774,2494.8552673927,0
51.75,83186.5431134979,2494.83031875751,0
52,83390.4285170262,2494.8053703713,0
52.25,83594.8029667641,2494.78042223407,0
52.5,83799.6675834126,2494.75547434581,0
52.75,84005.0234899867,2494.73052670651,0
53,84210.8718118215,2494.70557931618,0
53.25,84417.213676571,2494.68063217481,0
53.5,84624.0502142024,2494.6556852824,0
53.75,84831.3825570106,2494.63073863894,0
54,85039.2118396249,2494.60579224443,0
54.25,85247.5391990072,2494.58084609886,0
54.5,85456.3657744465,2494.55590020224,0
54.75,85665.6927075735,2494.53095455456,0
55,85875.5211423672,2494.50600915581,0
55.25,86085.8522251532,2494.48106400599,0
55.5,86296.6871045978,2494.4561191051,0
55.75,86508.0269317231,2494.43117445313,0
56,86719.8728599133,2494.40623005008,0
56.25,86932.2260449132,2494.38128589595,0
56.5,87145.087644822,2494.35634199073,0
56.75,87358.4588201087,2494.33139833441,0
57,87572.3407336179,2494.30645492701,0
57.25,87786.7345505692,2494.2815117685,0
57.5,88001.6414385499,2494.25656885889,0
57.75,88217.0625675311,2494.23162619817,0
58,88432.9991098735,2494.20668378635,0
58.25,88649.4522403263,2494.18174162341,0
58.5,88866.4231360204,2494.15679970935,0
58.75,89083.9129764841,2494.13185804417,0
59,89301.9229436493,2494.10691662786,0
59.25,89520.4542218498,2494.08197546042,0
59.5,89739.5079978152,2494.05703454186,0
59.75,89959.085460686,2494.03209387215,0
60,90179.18780202,2494.00715345131,0
60.25,90399.816215791,2493.98221327932,0
60.5,90620.9718983818,2493.95727335618,0
60.75,90842.6560486001,2493.93233368189,0
61,91064.8698676845,2493.90739425644,0
61.25,91287.6145593031,2493.88245507984,0
61.5,91510.891329547,2493.85751615207,0
61.75,91734.7013869455,2493.83257747313,0
62,91959.0459424725,2493.80763904303,0
62.25,92183.9262095453,2493.78270086174,0
62.5,92409.3434040173,2493.75776292928,0
62.75,92635.298744194,2493.73282524564,0
63,92861.7934508392,2493.70788781081,0
63.25,93088.8287471733,2493.68295062479,0
63.5,93316.4058588667,2493.65801368758,0
63.75,93544.5260140551,2493.63307699917,0
64,93773.1904433462,2493.60814055956,0
64.25,94002.4003798178,2493.58320436874,0
64.5,94232.1570590111,2493.55826842671,0
64.75,94462.4617189462,2493.53333273347,0
65,94693.3156001284,2493.50839728902,0
65.25,94924.719945547,2493.48346209334,0
65.5,95156.6760006676,2493.45852714644,0
65.75,95389.1850134484,2493.4335924483,0
66,95622.2482343461,2493.40865799894,0
66.25,95855.8669163148,2493.38372379834,0
66.5,96090.0423147983,2493.3587898465,0
66.75,96324.7756877461,2493.33385614342,0
67,96560.0682956199,2493.30892268909,0
67.25,96795.9214013919,2493.28398948351,0
67.5,97032.3362705371,2493.25905652667,0
67.75,97269.3141710499,2493.23412381857,0
68,97506.8563734497,2493.20919135921,0
68.25,97744.96415078,2493.18425914858,0
68.5,97983.6387786,2493.15932718668,0
68.75,98222.8815350016,2493.13439547351,0
69,98462.6937006149,2493.10946400906,0
69.25,98703.0765586073,2493.08453279332,0
69.5,98944.031394675,2493.0596018263,0
69.75,99185.5594970598,2493.03467110799,0
70,99427.6621565552,2493.00974063838,0
70.25,99670.3406665047,2492.98481041747,0
70.5,99913.5963227938,2492.95988044527,0
70.75,100157.430423867,2492.93495072175,0
71,100401.844270732,2492.91002124693,0
71.25,100646.839166962,2492.88509202079,0
71.5,100892.416418682,2492.86016304333,0
71.75,101138.577334592,2492.83523431456,0
72,101385.323225967,2492.81030583445,0
72.25,101632.65540666,2492.78537760302,0
72.5,101880.575193089,2492.76044962025,0
72.75,102129.083904258,2492.73552188615,0
73,102378.182861762,2492.7105944007,0
73.25,102627.873389785,2492.68566716391,0
73.5,102878.156815089,2492.66074017577,0
73.75,103129.034467036,2492.63581343628,0
74,103380.50767759,2492.61088694542,0
74.25,103632.577781315,2492.58596070321,0
74.5,103885.246115371,2492.56103470963,0
74.75,104138.514019526,2492.53610896468,0
75,104392.382836163,2492.51118346836,0
75.25,104646.853910282,2492.48625822066,0
75.5,104901.928589486,2492.46133322158,0
75.75,105157.608224001,2492.43640847112,0
76,105413.894166681,2492.41148396927,0
76.25,105670.787773009,2492.38655971602,0
76.5,105928.290401083,2492.36163571138,0
76.75,106186.403411636,2492.33671195533,0
77,106445.128168044,2492.31178844788,0
77.25,106704.46603632,2492.28686518902,0
77.5,106964.418385108,2492.26194217875,0
77.75,107224.9865857,2492.23701941706,0
78,107486.172012039,2492.21209690395,0
78.25,107747.976040721,2492.18717463941,0
78.5,108010.400050983,2492.16225262345,0
78.75,108273.445424723,2492.13733085605,0
79,108537.113546503,2492.11240933722,0
79.25,108801.405803549,2492.08748806694,0
79.5,109066.323585741,2492.06256704522,0
79.75,109331.868285631,2492.03764627205,0
80,109598.041298448,2492.01272574742,0
80.25,109864.844022096,2491.98780547134,0
80.5,110132.277857146,2491.9628854438,0
80.75,110400.344206852,2491.93796566479,0
81,110669.044477158,2491.91304613431,0
81.25,110938.380076694,2491.88812685236,0
81.5,111208.352416769,2491.86320781893,0
81.75,111478.962911387,2491.83828903402,0
82,111750.212977253,2491.81337049762,0
82.25,112022.10403377,2491.78845220974,0
82.5,112294.637503034,2491.76353417036,0
82.75,112567.814809844,2491.73861637948,0
83,112841.637381713,2491.7136988371,0
83.25,113116.106648866,2491.68878154321,0
83.5,113391.224044229,2491.66386449781,0
83.75,113666.991003443,2491.6389477009,0
84,113943.408964878,2491.61403115247,0
84.25,114220.479369622,2491.58911485252,0
84.5,114498.203661479,2491.56419880104,0
84.75,114776.58328698,2491.53928299804,0
85,115055.619695393,2491.51436744349,0
85.25,115335.31433872,2491.48945213741,0
85.5,115615.668671684,2491.46453707978,0
85.75,115896.684151752,2491.43962227061,0
86,116178.362239135,2491.41470770989,0
86.25,116460.704396792,2491.38979339761,0
86.5,116743.712090413,2491.36487933377,0
86.75,117027.386788442,2491.33996551837,0
87,117311.72996208,2491.3150519514,0
87.25,117596.743085285,2491.29013863286,0
87.5,117882.427634759,2491.26522556274,0
87.75,118168.785089967,2491.24031274104,0
88,118455.816933143,2491.21540016776,0
88.25,118743.524649287,2491.19048784289,0
88.5,119031.909726156,2491.16557576643,0
88.75,119320.973654279,2491.14066393837,0
89,119610.717926966,2491.1157523587,0
89.25,119901.144040303,2491.09084102744,0
89.5,120192.253493143,2491.06592994456,0
89.75,120484.047787122,2491.04101911007,0
90,120776.528426668,2491.01610852397,0
90.25,121069.696918994,2490.99119818624,0
90.5,121363.554774091,2490.96628809689,0
90.75,121658.103504745,2490.9413782559,0
91,121953.344626541,2490.91646866328,0
91.25,122249.279657863,2490.89155931902,0
91.5,122545.91011988,2490.86665022312,0
91.75,122843.237536567,2490.84174137558,0
92,123141.263434709,2490.81683277638,0
92.25,123439.989343899,2490.79192442553,0
92.5,123739.416796525,2490.76701632301,0
92.75,124039.547327793,2490.74210846884,0
93,124340.382475725,2490.71720086299,0
93.25,124641.923781164,2490.69229350547,0
93.5,124944.172787758,2490.66738639628,0
93.75,125247.131041978,2490.6424795354,0
94,125550.800093128,2490.61757292285,0
94.25,125855.181493336,2490.5926665586,0
94.5,126160.276797548,2490.56776044265,0
94.75,126466.087563543,2490.54285457501,0
95,126772.615351939,2490.51794895567,0
95.25,127079.861726192,2490.49304358462,0
95.5,127387.828252582,2490.46813846187,0
95.75,127696.516500231,2490.44323358739,0
96,128005.928041113,2490.4183289612,0
96.25,128316.064450044,2490.39342458329,0
96.5,128626.927304676,2490.36852045364,0
96.75,128938.518185514,2490.34361657227,0
97,129250.838675919,2490.31871293916,0
97.25,129563.890362108,2490.29380955431,0
97.5,129877.67483314,2490.26890641771,0
97.75,130192.193680935,2490.24400352937,0
98,130507.448500281,2490.21910088927,0
98.25,130823.440888828,2490.19419849741,0
98.5,131140.172447077,2490.16929635379,0
98.75,131457.644778401,2490.14439445841,0
99,131775.859489045,2490.11949281126,0
99.25,132094.818188128,2490.09459141233,0
99.5,132414.522487629,2490.06969026162,0
99.75,132734.974002403,2490.04478935913,0
100,133056.17435019,2490.01988870485,0
100.25,133378.125151611,2489.99498829878,0
100.5,133700.828030151,2489.97008814091,0
100.75,134024.284612186,2489.94518823124,0
101,134348.49652698,2489.92028856977,0
101.25,134673.465406686,2489.89538915648,0
101.5,134999.192886333,2489.87048999139,0
101.75,135325.680603844,2489.84559107447,0
102,135652.93020004,2489.82069240573,0
102.25,135980.94331864,2489.79579398517,0
102.5,136309.721606243,2489.77089581277,0
102.75,136639.266712353,2489.74599788854,0
103,136969.580289379,2489.72110021247,0
103.25,137300.663992631,2489.69620278455,0
103.5,137632.519480314,2489.67130560479,0
103.75,137965.148413539,2489.64640867317,0
104,138298.55245633,2489.62151198969,0
104.25,138632.733275623,2489.59661555436,0
104.5,138967.692541253,2489.57171936715,0
104.75,139303.431925966,2489.54682342808,0
105,139639.953105433,2489.52192773713,0
105.25,139977.257758241,2489.4970322943,0
105.5,140315.34756588,2489.47213709958,0
105.75,140654.224212764,2489.44724215298,0
106,140993.889386234,2489.42234745449,0
106.25,141334.344776554,2489.39745300409,0
106.5,141675.592076899,2489.3725588018,0
106.75,142017.632983373,2489.3476648476,0
107,142360.469195014,2489.32277114149,0
107.25,142704.102413789,2489.29787768346,0
107.5,143048.534344584,2489.27298447352,0
107.75,143393.766695215,2489.24809151165,0
108,143739.801176444,2489.22319879785,0
108.25,144086.639501963,2489.19830633212,0
108.5,144434.283388392,2489.17341411445,0
108.75,144782.734555287,2489.14852214484,0
109,145131.994725152,2489.12363042328,0
109.25,145482.065623432,2489.09873894978,0
109.5,145832.9489785,2489.07384772431,0
109.75,146184.646521673,2489.04895674689,0
110,146537.159987223,2489.02406601751,0
110.25,146890.491112365,2488.99917553615,0
110.5,147244.641637249,2488.97428530282,0
110.75,147599.613304975,2488.94939531752,0
111,147955.4078616,2488.92450558023,0
111.25,148312.027056132,2488.89961609095,0
111.5,148669.472640517,2488.87472684969,0
111.75,149027.746369656,2488.84983785643,0
112,149386.850001412,2488.82494911116,0
112.25,149746.785296604,2488.8000606139,0
112.5,150107.554018992,2488.77517236462,0
112.75,150469.157935299,2488.75028436333,0
113,150831.598815208,2488.72539661002,0
113.25,151194.878431368,2488.70050910469,0
113.5,151558.998559372,2488.67562184733,0
113.75,151923.960977775,2488.65073483794,0
114,152289.767468105,2488.62584807651,0
114.25,152656.419814851,2488.60096156304,0
114.5,153023.919805455,2488.57607529753,0
114.75,153392.269230324,2488.55118927996,0
115,153761.469882839,2488.52630351034,0
115.25,154131.523559348,2488.50141798866,0
115.5,154502.432059155,2488.47653271491,0
115.75,154874.197184532,2488.4516476891,0
116,155246.820740726,2488.42676291122,0
116.25,155620.30453596,2488.40187838125,0
116.5,155994.650381409,2488.3769940992,0
116.75,156369.860091222,2488.35211006507,0
117,156745.935482528,2488.32722627884,0
117.25,157122.878375431,2488.30234274052,0
117.5,157500.69059299,2488.2774594501,0
117.75,157879.373961244,2488.25257640757,0
118,158258.930309211,2488.22769361293,0
118.25,158639.361468887,2488.20281106618,0
118.5,159020.669275225,2488.1779287673,0
118.75,159402.855566162,2488.15304671631,0
119,159785.922182612,2488.12816491318,0
119.25,160169.870968473,2488.10328335792,0
119.5,160554.703770601,2488.07840205052,0
119.75,160940.422438834,2488.05352099098,0
120,161327.028825995,2488.0286401793,0
120.25,161714.524787886,2488.00375961546,0
120.5,162102.912183272,2487.97887929946,0
120.75,162492.1928739,2487.9539992313,0
121,162882.368724504,2487.92911941098,0
121.25,163273.441602797,2487.90423983848,0
121.5,163665.413379457,2487.87936051381,0
121.75,164058.285928145,2487.85448143696,0
122,164452.061125506,2487.82960260792,0
122.25,164846.74085117,2487.8047240267,0
122.5,165242.326987729,2487.77984569328,0
122.75,165638.821420759,2487.75496760766,0
123,166036.226038822,2487.73008976984,0
123.25,166434.542733463,2487.70521217981,0
123.5,166833.773399189,2487.68033483756,0
123.75,167233.919933491,2487.6554577431,0
124,167634.984236847,2487.63058089641,0
124.25,168036.968212716,2487.6057042975,0
124.5,168439.873767522,2487.58082794636,0
124.75,168843.702810669,2487.55595184297,0
125,169248.457254547,2487.53107598735,0
125.25,169654.139014528,2487.50620037948,0
125.5,170060.750008947,2487.48132501936,0
125.75,170468.292159118,2487.45644990698,0
126,170876.767389343,2487.43157504235,0
126.25,171286.177626899,2487.40670042544,0
126.5,171696.524802029,2487.38182605627,0
126.75,172107.810847952,2487.35695193482,0
127,172520.037700872,2487.33207806109,0
127.25,172933.207299968,2487.30720443508,0
127.5,173347.321587384,2487.28233105677,0
127.75,173762.382508234,2487.25745792618,0
128,174178.392010619,2487.23258504328,0
128.25,174595.352045612,2487.20771240808,0
128.5,175013.264567244,2487.18284002057,0
128.75,175432.131532522,2487.15796788075,0
129,175851.954901428,2487.1330959886,0
129.25,176272.736636919,2487.10822434414,0
129.5,176694.478704908,2487.08335294735,0
129.75,177117.183074274,2487.05848179822,0
130,177540.851716876,2487.03361089676,0
130.25,177965.48660754,2487.00874024295,0
130.5,178391.089724044,2486.9838698368,0
130.75,178817.663047132,2486.95899967829,0
131,179245.208560521,2486.93412976743,0
131.25,179673.728250892,2486.9092601042,0
131.5,180103.224107875,2486.88439068861,0
131.75,180533.69812406,2486.85952152065,0
132,180965.152295007,2486.8346526003,0
132.25,181397.588619237,2486.80978392758,0
132.5,181831.009098211,2486.78491550247,0
132.75,182265.415736351,2486.76004732497,0
133,182700.810541039,2486.73517939507,0
133.25,183137.195522615,2486.71031171277,0
133.5,183574.572694355,2486.68544427807,0
133.75,184012.944072489,2486.66057709095,0
134,184452.311676203,2486.63571015142,0
134.25,184892.677527635,2486.61084345946,0
134.5,185334.043651853,2486.58597701508,0
134.75,185776.412076872,2486.56111081827,0
135,186219.784833659,2486.53624486903,0
135.25,186664.163956127,2486.51137916734,0
135.5,187109.551481109,2486.48651371321,0
135.75,187555.949448384,2486.46164850662,0
136,188003.359900673,2486.43678354758,0
136.25,188451.784883634,2486.41191883608,0
136.5,188901.226445846,2486.38705437212,0
136.75,189351.686638818,2486.36219015568,0
137,189803.167516998,2486.33732618677,0
137.25,190255.671137766,2486.31246246538,0
137.5,190709.199561411,2486.2875989915,0
137.75,191163.754851146,2486.26273576513,0
138,191619.339073116,2486.23787278626,0
138.25,192075.954296389,2486.2130100549,0
138.5,192533.602592934,2486.18814757103,0
138.75,192992.286037636,2486.16328533464,0
139,193452.006708304,2486.13842334575,0
139.25,193912.766685661,2486.11356160433,0
139.5,194374.56805332,2486.08870011038,0
139.75,194837.412897806,2486.06383886391,0
140,195301.303308555,2486.0389778649,0
140.25,195766.241377907,2486.01411711335,0
140.5,196232.229201088,2485.98925660925,0
140.75,196699.268876219,2485.9643963526,0
141,197167.362504327,2485.9395363434,0
141.25,197636.512189334,2485.91467658163,0
141.5,198106.720038033,2485.8898170673,0
141.75,198577.988160108,2485.86495780039,0
142,199050.318668133,2485.84009878091,0
142.25,199523.713677569,2485.81524000885,0
142.5,199998.175306738,2485.7903814842,0
142.75,200473.705676839,2485.76552320696,0
143,200950.306911954,2485.74066517712,0
143.25,201427.981139038,2485.71580739469,0
143.5,201906.730487896,2485.69094985964,0
143.75,202386.557091199,2485.66609257198,0
144,202867.463084488,2485.6412355317,0
144.25,203349.450606166,2485.61637873881,0
144.5,203832.521797474,2485.59152219328,0
144.75,204316.678802507,2485.56666589512,0
145,204801.923768215,2485.54180984433,0
145.25,205288.258844401,2485.51695404089,0
145.5,205775.68618369,2485.4920984848,0
145.75,206264.207941549,2485.46724317606,0
146,206753.826276289,2485.44238811466,0
146.25,207244.543349056,2485.41753330059,0
146.5,207736.361323809,2485.39267873386,0
146.75,208229.282367333,2485.36782441445,0
147,208723.308649242,2485.34297034237,0
147.25,209218.442341974,2485.3181165176,0
147.5,209714.685620763,2485.29326294014,0
147.75,210212.040663655,2485.26840960998,0
148,210710.509651512,2485.24355652712,0
148.25,211210.094768002,2485.21870369156,0
148.5,211710.798199576,2485.19385110329,0
148.75,212212.622135481,2485.1689987623,0
149,212715.568767766,2485.1441466686,0
149.25,213219.640291269,2485.11929482216,0
149.5,213724.838903596,2485.09444322299,0
149.75,214231.166805132,2485.06959187109,0
150,214738.626199048,2485.04474076645,0
150.25,215247.219291288,2485.01988990905,0
150.5,215756.948290546,2484.99503929891,0
150.75,216267.815408281,2484.97018893601,0
151,216779.822858718,2484.94533882034,0
151.25,217292.97285884,2484.92048895191,0
151.5,217807.267628361,2484.8956393307,0
151.75,218322.709389743,2484.87078995671,0
152,218839.300368197,2484.84594082994,0
152.25,219357.042791672,2484.82109195038,0
152.5,219875.938890833,2484.79624331802,0
152.75,220395.990899071,2484.77139493287,0
153,220917.201052508,2484.7465467949,0
153.25,221439.571589988,2484.72169890413,0
153.5,221963.10475305,2484.69685126054,0
153.75,222487.802785938,2484.67200386413,0
154,223013.667935612,2484.64715671489,0
154.25,223540.70245173,2484.62230981282,0
154.5,224068.908586626,2484.59746315792,0
154.75,224598.288595322,2484.57261675017,0
155,225128.844735531,2484.54777058957,0
155.25,225660.579267648,2484.52292467612,0
155.5,226193.49445472,2484.4980790098,0
155.75,226727.592562462,2484.47323359063,0
156,227262.87585926,2484.44838841858,0
156.25,227799.346616158,2484.42354349366,0
156.5,228337.007106835,2484.39869881586,0
156.75,228875.859607611,2484.37385438517,0
157,229415.906397459,2484.3490102016,0
157.25,229957.149757984,2484.32416626512,0
157.5,230499.591973407,2484.29932257574,0
157.75,231043.235330566,2484.27447913346,0
158,231588.082118927,2484.24963593826,0
158.25,232134.13463057,2484.22479299014,0
158.5,232681.395160162,2484.1999502891,0
158.75,233229.866004967,2484.17510783513,0
159,233779.549464852,2484.15026562822,0
159.25,234330.447842275,2484.12542366838,0
159.5,234882.563442253,2484.10058195558,0
159.75,235435.898572382,2484.07574048984,0
160,235990.45554283,2484.05089927114,0
160.25,236546.236666333,2484.02605829948,0
160.5,237103.244258165,2484.00121757485,0
160.75,237661.480636146,2483.97637709725,0
161,238220.94812065,2483.95153686666,0
161.25,238781.649034587,2483.9266968831,0
161.5,239343.585703383,2483.90185714654,0
161.75,239906.760454981,2483.87701765699,0
162,240471.175619852,2483.85217841444,0
162.25,241036.83353098,2483.82733941888,0
162.5,241603.736523829,2483.80250067031,0
162.75,242171.886936364,2483.77766216872,0
163,242741.287109041,2483.75282391411,0
163.25,243311.939384805,2483.72798590647,0
163.5,243883.846109056,2483.7031481458,0
163.75,244457.009629659,2483.67831063209,0
164,245031.432296951,2483.65347336533,0
164.25,245607.116463721,2483.62863634552,0
164.5,246184.064485189,2483.60379957266,0
164.75,246762.278719009,2483.57896304673,0
165,247341.761525276,2483.55412676774,0
165.25,247922.515266511,2483.52929073567,0
165.5,248504.542307633,2483.50445495052,0
165.75,249087.845015965,2483.47961941229,0
166,249672.425761241,2483.45478412098,0
166.25,250258.286915592,2483.42994907656,0
166.5,250845.430853512,2483.40511427904,0
166.75,251433.859951872,2483.38027972842,0
167,252023.576589921,2483.35544542469,0
167.25,252614.58314927,2483.33061136783,0
167.5,253206.882013866,2483.30577755785,0
167.75,253800.475569998,2483.28094399475,0
168,254395.3662063,2483.25611067851,0
168.25,254991.556313737,2483.23127760912,0
168.5,255589.048285577,2483.2064447866,0
168.75,256187.844517393,2483.18161221092,0
169,256787.947407074,2483.15677988208,0
169.25,257389.359354805,2483.13194780008,0
169.5,257992.082763037,2483.10711596491,0
169.75,258596.120036495,2483.08228437656,0
170,259201.473582184,2483.05745303504,0
170.25,259808.145809369,2483.03262194032,0
170.5,260416.139129548,2483.00779109242,0
170.75,261025.455956458,2482.98296049132,0
171,261636.098706076,2482.95813013701,0
171.25,262248.069796607,2482.9333000295,0
171.5,262861.371648451,2482.90847016877,0
171.75,263476.006684211,2482.88364055482,0
172,264091.977328694,2482.85881118765,0
172.25,264709.286008897,2482.83398206724,0
172.5,265327.935153975,2482.8091531936,0
172.75,265947.927195246,2482.78432456671,0
173,266569.264566197,2482.75949618657,0
173.25,267191.949702466,2482.73466805318,0
173.5,267815.98504181,2482.70984016652,0
173.75,268441.373024113,2482.6850125266,0
174,269068.116091384,2482.66018513341,0
174.25,269696.216687747,2482.63535798694,0
174.5,270325.677259404,2482.61053108718,0
174.75,270956.500254645,2482.58570443414,0
175,271588.688123845,2482.5608780278,0
175.25,272222.243319454,2482.53605186815,0
175.5,272857.168295957,2482.5112259552,0
175.75,273493.465509888,2482.48640028894,0
176,274131.137419823,2482.46157486936,0
176.25,274770.186486372,2482.43674969645,0
176.5,275410.61517214,2482.41192477021,0
176.75,276052.425941736,2482.38710009064,0
177,276695.621261771,2482.36227565772,0
177.25,277340.203600845,2482.33745147146,0
177.5,277986.175429511,2482.31262753184,0
177.75,278633.539220282,2482.28780383886,0
178,279282.29744763,2482.26298039251,0
178.25,279932.452587973,2482.23815719279,0
178.5,280584.007119634,2482.21333423969,0
178.75,281236.963522856,2482.18851153321,0
179,281891.324279794,2482.16368907335,0
179.25,282547.091874502,2482.13886686008,0
179.5,283204.268792898,2482.11404489341,0
179.75,283862.85752277,2482.08922317334,0
180,284522.860553773,2482.06440169985,0
